filename,width,height,class,xmin,ymin,xmax,ymax
video_2881_png.rf.797caafedf366bfb60cc411487fc7b71.jpg,256,256,herb,181,146,190,161
video_2881_png.rf.797caafedf366bfb60cc411487fc7b71.jpg,256,256,wild,115,161,132,181
video_2881_png.rf.797caafedf366bfb60cc411487fc7b71.jpg,256,256,wild,196,161,218,176
video_1401_png.rf.79a4595dad533bfb1b3ad62c9d70cc3c.jpg,256,256,herb,126,89,135,109
video_3181_png.rf.761fce6924289086b816e397b8e1186c.jpg,256,256,herb,174,155,189,176
video_3181_png.rf.761fce6924289086b816e397b8e1186c.jpg,256,256,wild,119,116,151,144
video_3181_png.rf.761fce6924289086b816e397b8e1186c.jpg,256,256,wild,97,169,115,185
video_2151_png.rf.776daa4eae9a7e37c500f825896f6245.jpg,256,256,herb,156,89,175,118
video_2151_png.rf.776daa4eae9a7e37c500f825896f6245.jpg,256,256,herb,201,137,214,152
video_2151_png.rf.776daa4eae9a7e37c500f825896f6245.jpg,256,256,wild,179,114,199,134
video_22421_png.rf.73aa7b7274ee8184e99f5bd916138bb6.jpg,256,256,herb,105,69,125,97
video_1101_png.rf.78140ca721e5ac58a3d0326b7fae8a87.jpg,256,256,wild,8,121,48,156
video_1101_png.rf.78140ca721e5ac58a3d0326b7fae8a87.jpg,256,256,herb,143,95,158,117
video_1101_png.rf.78140ca721e5ac58a3d0326b7fae8a87.jpg,256,256,herb,74,78,82,94
video_1101_png.rf.78140ca721e5ac58a3d0326b7fae8a87.jpg,256,256,herb,134,73,139,86
video_1361_png.rf.7d88a52d2b81fab6836f5ef98b91d7d6.jpg,256,256,herb,122,149,133,173
video_1301_png.rf.7cba85f830cc23f05669efc98ab3f0cf.jpg,256,256,herb,112,145,126,168
video_22341_png.rf.75fab7e15542125052b1cb19e762f362.jpg,256,256,herb,102,82,117,105
video_22341_png.rf.75fab7e15542125052b1cb19e762f362.jpg,256,256,wild,107,7,159,44
video_21031_png.rf.79779236f12e2e1a2651c4bb60435e37.jpg,256,256,herb,125,189,147,229
video_21031_png.rf.79779236f12e2e1a2651c4bb60435e37.jpg,256,256,herb,135,147,145,161
video_21031_png.rf.79779236f12e2e1a2651c4bb60435e37.jpg,256,256,herb,188,136,200,154
video_21031_png.rf.79779236f12e2e1a2651c4bb60435e37.jpg,256,256,wild,206,143,232,162
video_21031_png.rf.79779236f12e2e1a2651c4bb60435e37.jpg,256,256,wild,128,165,148,186
video_31_png.rf.73043810418ffe3873eb48d2eb33b592.jpg,256,256,wild,146,81,157,90
video_31_png.rf.73043810418ffe3873eb48d2eb33b592.jpg,256,256,wild,102,102,121,121
video_31_png.rf.73043810418ffe3873eb48d2eb33b592.jpg,256,256,herb,218,87,242,120
video_31_png.rf.73043810418ffe3873eb48d2eb33b592.jpg,256,256,herb,102,73,110,84
video_22451_png.rf.725583aca953874fa05e2f4540b10075.jpg,256,256,herb,116,173,139,207
video_1611_png.rf.726d13e200dee9073d8deb5e5bc6d966.jpg,256,256,herb,133,87,146,111
video_1211_png.rf.77a33b69fbd73738254a2e6777c4d1fe.jpg,256,256,herb,127,160,138,178
video_1211_png.rf.77a33b69fbd73738254a2e6777c4d1fe.jpg,256,256,herb,237,113,251,140
video_2291_png.rf.7ba9445565eb6a54d2538b7900a77cad.jpg,256,256,herb,224,42,255,92
video_21151_png.rf.7820b9daaf919608458db6953def9b4a.jpg,256,256,wild,120,40,152,78
video_21151_png.rf.7820b9daaf919608458db6953def9b4a.jpg,256,256,herb,209,83,224,105
video_21151_png.rf.7820b9daaf919608458db6953def9b4a.jpg,256,256,herb,132,87,149,110
video_1061_png.rf.81185b825f64d049a530db456dae378b.jpg,256,256,herb,150,153,166,174
video_1061_png.rf.81185b825f64d049a530db456dae378b.jpg,256,256,herb,91,177,98,190
video_1061_png.rf.81185b825f64d049a530db456dae378b.jpg,256,256,wild,34,128,69,158
video_21341_png.rf.8752e14c564f8d8ce93e73b4dbf3bdef.jpg,256,256,herb,188,15,242,49
video_3261_png.rf.80ded1b07670c7d78c6f05f8ae294f3f.jpg,256,256,herb,194,154,211,177
video_3261_png.rf.80ded1b07670c7d78c6f05f8ae294f3f.jpg,256,256,wild,108,71,163,129
video_3261_png.rf.80ded1b07670c7d78c6f05f8ae294f3f.jpg,256,256,wild,106,169,127,190
video_22431_png.rf.8374c05a9d29376ca794d2bec0a96bb4.jpg,256,256,herb,92,164,113,194
video_21121_png.rf.834c3bb4a14d6d55c40a70fc083b5313.jpg,256,256,wild,116,50,150,89
video_21121_png.rf.834c3bb4a14d6d55c40a70fc083b5313.jpg,256,256,wild,11,52,37,72
video_21121_png.rf.834c3bb4a14d6d55c40a70fc083b5313.jpg,256,256,herb,42,77,57,99
video_21121_png.rf.834c3bb4a14d6d55c40a70fc083b5313.jpg,256,256,herb,108,93,125,112
video_1001_png.rf.87e5e06a245c5a5cc0b0f83ce32eab93.jpg,256,256,herb,99,76,113,99
video_1001_png.rf.87e5e06a245c5a5cc0b0f83ce32eab93.jpg,256,256,herb,168,64,178,82
video_1001_png.rf.87e5e06a245c5a5cc0b0f83ce32eab93.jpg,256,256,herb,117,58,124,72
video_1001_png.rf.87e5e06a245c5a5cc0b0f83ce32eab93.jpg,256,256,wild,189,100,225,132
video_2471_png.rf.83af12de8d0c0521ec3d424557e38842.jpg,256,256,herb,195,10,235,55
video_2471_png.rf.83af12de8d0c0521ec3d424557e38842.jpg,256,256,wild,229,61,244,85
video_1141_png.rf.81d2f6892a1b02be672b86555370e588.jpg,256,256,herb,114,96,136,125
video_1141_png.rf.81d2f6892a1b02be672b86555370e588.jpg,256,256,herb,139,67,147,79
video_1141_png.rf.81d2f6892a1b02be672b86555370e588.jpg,256,256,herb,205,87,216,103
video_2251_png.rf.8736899ba4b70e973ed3316b72226d95.jpg,256,256,herb,38,42,70,89
video_2251_png.rf.8736899ba4b70e973ed3316b72226d95.jpg,256,256,herb,4,124,25,143
video_2251_png.rf.8736899ba4b70e973ed3316b72226d95.jpg,256,256,wild,13,86,45,119
video_2901_png.rf.858c42b70f84e925576055d9872a9d77.jpg,256,256,wild,130,75,151,96
video_2901_png.rf.858c42b70f84e925576055d9872a9d77.jpg,256,256,wild,205,110,229,125
video_2901_png.rf.858c42b70f84e925576055d9872a9d77.jpg,256,256,herb,187,117,198,132
video_2901_png.rf.858c42b70f84e925576055d9872a9d77.jpg,256,256,herb,134,101,147,115
video_2901_png.rf.858c42b70f84e925576055d9872a9d77.jpg,256,256,herb,126,36,152,73
video_1111_png.rf.84875977a719337b2ec40e3140fd6e1b.jpg,256,256,herb,141,121,162,149
video_1111_png.rf.84875977a719337b2ec40e3140fd6e1b.jpg,256,256,herb,79,171,90,189
video_1111_png.rf.84875977a719337b2ec40e3140fd6e1b.jpg,256,256,herb,140,161,149,175
video_1111_png.rf.84875977a719337b2ec40e3140fd6e1b.jpg,256,256,wild,0,120,42,165
video_121_png.rf.86016d4703315edd9e26ed036c7247af.jpg,256,256,herb,17,123,40,154
video_121_png.rf.86016d4703315edd9e26ed036c7247af.jpg,256,256,herb,134,188,141,200
video_121_png.rf.86016d4703315edd9e26ed036c7247af.jpg,256,256,wild,135,153,155,171
video_121_png.rf.86016d4703315edd9e26ed036c7247af.jpg,256,256,wild,88,170,100,182
video_22311_png.rf.894b90f060fefa353b559eafe914b12f.jpg,256,256,wild,92,190,136,239
video_22311_png.rf.894b90f060fefa353b559eafe914b12f.jpg,256,256,herb,128,150,142,171
video_22311_png.rf.894b90f060fefa353b559eafe914b12f.jpg,256,256,herb,222,163,238,184
video_1721_png.rf.896925a826d9849fda3a5c8e9828c85f.jpg,256,256,herb,126,87,151,130
video_1051_png.rf.8088ddeb9169c6474968afc6693589e0.jpg,256,256,wild,195,112,231,140
video_1051_png.rf.8088ddeb9169c6474968afc6693589e0.jpg,256,256,herb,105,152,122,174
video_1051_png.rf.8088ddeb9169c6474968afc6693589e0.jpg,256,256,herb,176,165,186,178
video_1611_png.rf.895ca8334df2ebe3daffdc93992f003e.jpg,256,256,herb,121,96,132,119
video_1551_png.rf.7ebc4c4d58deec775469698c1d7b229c.jpg,256,256,herb,125,147,138,169
video_1501_png.rf.7f06260311ef44769acd4e2acaca2aea.jpg,256,256,herb,126,89,138,112
video_1051_png.rf.8b4ad06d4eb3f1f610eda4007f409cd4.jpg,256,256,wild,33,95,69,125
video_1051_png.rf.8b4ad06d4eb3f1f610eda4007f409cd4.jpg,256,256,herb,148,85,165,108
video_1051_png.rf.8b4ad06d4eb3f1f610eda4007f409cd4.jpg,256,256,herb,87,66,97,79
video_21311_png.rf.8b738b9f7ade949d11c84da8255073e2.jpg,256,256,herb,48,182,80,223
video_1271_png.rf.7e90fea2a527e93c1e761b5b96cbaa6f.jpg,256,256,herb,113,143,125,165
video_22401_png.rf.8be2b4989e0dd128b0ba0face516236d.jpg,256,256,herb,104,66,122,93
video_2311_png.rf.7fb3857c8edae123739fcd3ee7f6521a.jpg,256,256,herb,190,218,227,256
video_22341_png.rf.7fe986596ff87a572f37fdcd24c33c02.jpg,256,256,herb,91,147,106,169
video_22341_png.rf.7fe986596ff87a572f37fdcd24c33c02.jpg,256,256,wild,59,211,112,252
video_22501_png.rf.809c5e2bb9b4fbf950060cb50d93d6d1.jpg,256,256,herb,111,35,144,78
video_911_png.rf.7eb42a9026f959566fab2fd079a7dfe5.jpg,256,256,herb,149,141,167,162
video_911_png.rf.7eb42a9026f959566fab2fd079a7dfe5.jpg,256,256,herb,150,171,156,180
video_911_png.rf.7eb42a9026f959566fab2fd079a7dfe5.jpg,256,256,herb,94,177,102,188
video_911_png.rf.7eb42a9026f959566fab2fd079a7dfe5.jpg,256,256,wild,34,140,70,169
video_21021_png.rf.8bf5451593533c44a6a47bb1df946259.jpg,256,256,wild,121,149,142,170
video_21021_png.rf.8bf5451593533c44a6a47bb1df946259.jpg,256,256,wild,203,145,228,163
video_21021_png.rf.8bf5451593533c44a6a47bb1df946259.jpg,256,256,herb,190,132,199,149
video_21021_png.rf.8bf5451593533c44a6a47bb1df946259.jpg,256,256,herb,134,132,146,146
video_21021_png.rf.8bf5451593533c44a6a47bb1df946259.jpg,256,256,herb,107,171,133,210
video_2921_png.rf.8c27691e94df41a478f437bf96c7419a.jpg,256,256,herb,114,179,142,218
video_2921_png.rf.8c27691e94df41a478f437bf96c7419a.jpg,256,256,herb,117,138,131,153
video_2921_png.rf.8c27691e94df41a478f437bf96c7419a.jpg,256,256,herb,66,119,77,134
video_2921_png.rf.8c27691e94df41a478f437bf96c7419a.jpg,256,256,wild,35,124,59,139
video_2921_png.rf.8c27691e94df41a478f437bf96c7419a.jpg,256,256,wild,115,157,136,177
video_1361_png.rf.8968a284de9c60d32108bbcaf4e90320.jpg,256,256,herb,108,80,124,105
video_22381_png.rf.8ca988f91d9d77e76b0035e23e8b0386.jpg,256,256,herb,123,69,140,96
video_1471_png.rf.7df0531f9f47cf0e18966b28bf59fe35.jpg,256,256,herb,124,77,136,101
video_1511_png.rf.7f043a5c01834a008e280c758a1ee222.jpg,256,256,herb,124,149,135,171
video_2141_png.rf.8cf85e36ba75ea8d9aad1f920b571f4d.jpg,256,256,herb,88,89,103,115
video_2141_png.rf.8cf85e36ba75ea8d9aad1f920b571f4d.jpg,256,256,herb,45,125,59,141
video_2141_png.rf.8cf85e36ba75ea8d9aad1f920b571f4d.jpg,256,256,wild,62,107,80,125
video_201_png.rf.8ee5294a7007030eab063ae9b70cab78.jpg,256,256,herb,23,84,41,121
video_201_png.rf.8ee5294a7007030eab063ae9b70cab78.jpg,256,256,wild,140,84,160,102
video_201_png.rf.8ee5294a7007030eab063ae9b70cab78.jpg,256,256,wild,99,68,109,79
video_201_png.rf.8ee5294a7007030eab063ae9b70cab78.jpg,256,256,herb,146,53,154,67
video_22361_png.rf.8dd292bb337a7e270731ef055830402f.jpg,256,256,herb,116,76,132,102
video_22361_png.rf.8dd292bb337a7e270731ef055830402f.jpg,256,256,herb,3,96,20,117
video_2781_png.rf.7deadab31a46338d1b7ecc317b299fbb.jpg,256,256,herb,128,14,155,60
video_2781_png.rf.7deadab31a46338d1b7ecc317b299fbb.jpg,256,256,herb,118,106,129,121
video_2781_png.rf.7deadab31a46338d1b7ecc317b299fbb.jpg,256,256,herb,61,110,68,125
video_2781_png.rf.7deadab31a46338d1b7ecc317b299fbb.jpg,256,256,wild,23,96,49,113
video_2781_png.rf.7deadab31a46338d1b7ecc317b299fbb.jpg,256,256,wild,119,75,138,98
video_1371_png.rf.8e9276dca9e9f0de1263bf760699fd84.jpg,256,256,herb,121,147,132,169
video_1061_png.rf.935bad717475bb85c36cee90dcb2dae1.jpg,256,256,herb,141,86,158,107
video_1061_png.rf.935bad717475bb85c36cee90dcb2dae1.jpg,256,256,herb,85,64,92,77
video_1061_png.rf.935bad717475bb85c36cee90dcb2dae1.jpg,256,256,wild,24,92,61,123
video_11_png.rf.925f8303c0d5df04abb259e131b31663.jpg,256,256,herb,16,125,39,155
video_11_png.rf.925f8303c0d5df04abb259e131b31663.jpg,256,256,herb,141,183,150,194
video_11_png.rf.925f8303c0d5df04abb259e131b31663.jpg,256,256,wild,138,145,157,165
video_11_png.rf.925f8303c0d5df04abb259e131b31663.jpg,256,256,wild,94,167,108,179
video_1221_png.rf.943ec3203c3e46be7ce194606100388c.jpg,256,256,herb,127,92,135,112
video_21221_png.rf.93f052c16ec50cd872b844e76a4f4500.jpg,256,256,wild,84,208,141,256
video_21221_png.rf.93f052c16ec50cd872b844e76a4f4500.jpg,256,256,herb,93,162,111,184
video_21221_png.rf.93f052c16ec50cd872b844e76a4f4500.jpg,256,256,herb,0,170,19,196
video_2111_png.rf.9252a05c0f9333f81f1bf3fba4db4f83.jpg,256,256,wild,167,106,184,123
video_2111_png.rf.9252a05c0f9333f81f1bf3fba4db4f83.jpg,256,256,herb,146,92,162,113
video_2111_png.rf.9252a05c0f9333f81f1bf3fba4db4f83.jpg,256,256,herb,187,123,199,137
video_1451_png.rf.90d880ecb0e85fc3e518fc4256bba88b.jpg,256,256,herb,128,148,143,172
video_22321_png.rf.90faec6e5180379067ee3d6894cc390e.jpg,256,256,herb,109,84,123,102
video_22321_png.rf.90faec6e5180379067ee3d6894cc390e.jpg,256,256,herb,7,72,21,90
video_22321_png.rf.90faec6e5180379067ee3d6894cc390e.jpg,256,256,wild,105,3,153,54
video_1191_png.rf.92fbde8a11af9eb2719da3661ae43a0d.jpg,256,256,herb,86,175,137,247
video_1191_png.rf.92fbde8a11af9eb2719da3661ae43a0d.jpg,256,256,herb,222,78,237,105
video_2901_png.rf.92aeecfa38cae53aae0e0c812ef50e71.jpg,256,256,wild,107,71,128,94
video_2901_png.rf.92aeecfa38cae53aae0e0c812ef50e71.jpg,256,256,wild,30,114,54,130
video_2901_png.rf.92aeecfa38cae53aae0e0c812ef50e71.jpg,256,256,herb,61,119,72,134
video_2901_png.rf.92aeecfa38cae53aae0e0c812ef50e71.jpg,256,256,herb,111,98,124,112
video_2901_png.rf.92aeecfa38cae53aae0e0c812ef50e71.jpg,256,256,herb,105,32,131,70
video_1171_png.rf.92be6c9d40adf51701d390d1777a4778.jpg,256,256,herb,118,91,151,131
video_1171_png.rf.92be6c9d40adf51701d390d1777a4778.jpg,256,256,herb,27,161,40,181
video_1621_png.rf.954741727122e0fb4250e4371579632a.jpg,256,256,herb,112,142,131,168
video_101_png.rf.919cf6dd0c11962734e52adcbb308788.jpg,256,256,wild,94,136,118,160
video_101_png.rf.919cf6dd0c11962734e52adcbb308788.jpg,256,256,herb,147,154,161,170
video_101_png.rf.919cf6dd0c11962734e52adcbb308788.jpg,256,256,herb,213,110,236,145
video_101_png.rf.919cf6dd0c11962734e52adcbb308788.jpg,256,256,herb,105,175,114,189
video_1381_png.rf.9711ef69e2d2c7628db8b9291d4e4406.jpg,256,256,herb,117,150,129,170
video_1611_png.rf.91edc0550cac3870c2b2d0f1123fd2d5.jpg,256,256,herb,119,90,133,114
video_21261_png.rf.9d3e1002fdf66b2f1d861562a829c175.jpg,256,256,herb,98,55,123,89
video_2691_png.rf.94454b7705c0a4eb59aa5526573785e1.jpg,256,256,herb,117,0,149,29
video_2691_png.rf.94454b7705c0a4eb59aa5526573785e1.jpg,256,256,herb,115,93,130,109
video_2691_png.rf.94454b7705c0a4eb59aa5526573785e1.jpg,256,256,herb,55,109,67,127
video_2691_png.rf.94454b7705c0a4eb59aa5526573785e1.jpg,256,256,wild,13,100,44,117
video_2691_png.rf.94454b7705c0a4eb59aa5526573785e1.jpg,256,256,wild,114,58,136,85
video_1581_png.rf.920a5dbf4f4827699aabe5ee8a00cc09.jpg,256,256,wild,124,143,138,167
video_161_png.rf.9c7279ba30515fba1f65ac95dc676c9c.jpg,256,256,herb,16,104,42,138
video_161_png.rf.9c7279ba30515fba1f65ac95dc676c9c.jpg,256,256,herb,135,55,144,66
video_161_png.rf.9c7279ba30515fba1f65ac95dc676c9c.jpg,256,256,wild,135,81,158,103
video_161_png.rf.9c7279ba30515fba1f65ac95dc676c9c.jpg,256,256,wild,89,74,103,88
video_1711_png.rf.9e276001bf25c861248493187b82a2a8.jpg,256,256,herb,125,120,143,153
video_3101_png.rf.8fc2f3b492444a866643614b71b525f5.jpg,256,256,herb,119,174,130,193
video_3101_png.rf.8fc2f3b492444a866643614b71b525f5.jpg,256,256,wild,77,122,105,149
video_3101_png.rf.8fc2f3b492444a866643614b71b525f5.jpg,256,256,wild,41,153,60,169
video_1451_png.rf.9808989d4e6641b61e6490eba829127b.jpg,256,256,herb,126,83,141,107
video_1481_png.rf.98d33db631cdbe96138654cf8c0b5f32.jpg,256,256,herb,109,93,123,116
video_1061_png.rf.98430f8cf1319dec799c955e46db4128.jpg,256,256,herb,93,151,108,170
video_1061_png.rf.98430f8cf1319dec799c955e46db4128.jpg,256,256,herb,164,168,169,181
video_1061_png.rf.98430f8cf1319dec799c955e46db4128.jpg,256,256,wild,189,117,222,144
video_21091_png.rf.99c93790d00a192f1628943c162a72c6.jpg,256,256,herb,104,219,136,256
video_21091_png.rf.99c93790d00a192f1628943c162a72c6.jpg,256,256,herb,105,144,118,160
video_21091_png.rf.99c93790d00a192f1628943c162a72c6.jpg,256,256,herb,43,131,54,147
video_21091_png.rf.99c93790d00a192f1628943c162a72c6.jpg,256,256,wild,2,142,30,160
video_1551_png.rf.98965bdb42f7f3e320d2bf63fddc1de7.jpg,256,256,herb,125,141,134,162
video_2931_png.rf.9888791221a3094ad4e4bff288938a60.jpg,256,256,herb,146,173,174,212
video_2931_png.rf.9888791221a3094ad4e4bff288938a60.jpg,256,256,herb,126,138,138,152
video_2931_png.rf.9888791221a3094ad4e4bff288938a60.jpg,256,256,herb,72,146,85,163
video_2931_png.rf.9888791221a3094ad4e4bff288938a60.jpg,256,256,wild,48,163,73,179
video_2931_png.rf.9888791221a3094ad4e4bff288938a60.jpg,256,256,wild,133,155,153,176
video_2921_png.rf.9d4e6657c1f289dd430865f39a0308e9.jpg,256,256,herb,112,40,130,76
video_2921_png.rf.9d4e6657c1f289dd430865f39a0308e9.jpg,256,256,herb,130,102,141,115
video_2921_png.rf.9d4e6657c1f289dd430865f39a0308e9.jpg,256,256,herb,187,106,195,120
video_2921_png.rf.9d4e6657c1f289dd430865f39a0308e9.jpg,256,256,wild,203,96,224,106
video_2921_png.rf.9d4e6657c1f289dd430865f39a0308e9.jpg,256,256,wild,122,80,139,97
video_981_png.rf.9ecfafdea1f275b7d4b6f67eeac5e92b.jpg,256,256,herb,108,146,123,172
video_981_png.rf.9ecfafdea1f275b7d4b6f67eeac5e92b.jpg,256,256,herb,179,154,187,166
video_981_png.rf.9ecfafdea1f275b7d4b6f67eeac5e92b.jpg,256,256,herb,126,174,134,184
video_981_png.rf.9ecfafdea1f275b7d4b6f67eeac5e92b.jpg,256,256,wild,195,98,230,128
video_1661_png.rf.a0b4220bff2d2e67ba5453cc62fae424.jpg,256,256,herb,124,95,134,121
video_1751_png.rf.9ad1fe08c4dbc988323c715e13f32e0d.jpg,256,256,herb,117,155,165,238
video_22231_png.rf.a0cc5f3cbe33ec9f42dfd84221b0a86b.jpg,256,256,herb,75,89,90,109
video_22231_png.rf.a0cc5f3cbe33ec9f42dfd84221b0a86b.jpg,256,256,wild,45,11,96,65
video_2501_png.rf.9f79a709f058ec01244d9beff50072bb.jpg,256,256,herb,162,208,193,256
video_2501_png.rf.9f79a709f058ec01244d9beff50072bb.jpg,256,256,herb,181,137,196,153
video_2501_png.rf.9f79a709f058ec01244d9beff50072bb.jpg,256,256,wild,174,162,199,191
video_2301_png.rf.99fef9f8f99836b04585388945a81430.jpg,256,256,herb,30,0,71,39
video_981_png.rf.9fb0eb2af5513a392f69f16ed2504ab1.jpg,256,256,herb,140,75,156,101
video_981_png.rf.9fb0eb2af5513a392f69f16ed2504ab1.jpg,256,256,herb,76,80,84,91
video_981_png.rf.9fb0eb2af5513a392f69f16ed2504ab1.jpg,256,256,herb,128,62,137,72
video_981_png.rf.9fb0eb2af5513a392f69f16ed2504ab1.jpg,256,256,wild,33,118,69,147
video_561_png.rf.a0a95c005e27de7d482db48772e69ab4.jpg,256,256,wild,131,1,190,61
video_561_png.rf.a0a95c005e27de7d482db48772e69ab4.jpg,256,256,wild,47,137,71,157
video_561_png.rf.a0a95c005e27de7d482db48772e69ab4.jpg,256,256,herb,126,164,139,183
video_241_png.rf.a1a339d27ccb0f6d64e51e8c1ff38f6f.jpg,256,256,herb,101,97,111,113
video_241_png.rf.a1a339d27ccb0f6d64e51e8c1ff38f6f.jpg,256,256,herb,59,116,67,127
video_241_png.rf.a1a339d27ccb0f6d64e51e8c1ff38f6f.jpg,256,256,herb,0,110,3,123
video_241_png.rf.a1a339d27ccb0f6d64e51e8c1ff38f6f.jpg,256,256,wild,77,105,90,115
video_21291_png.rf.a1ce993fa513caa6beee7102f8415c8e.jpg,256,256,herb,134,55,164,95
video_2701_png.rf.a38a5bc86b41fd64a220f84cae992b0b.jpg,256,256,herb,65,0,104,42
video_2701_png.rf.a38a5bc86b41fd64a220f84cae992b0b.jpg,256,256,herb,128,89,142,106
video_2701_png.rf.a38a5bc86b41fd64a220f84cae992b0b.jpg,256,256,wild,106,56,133,86
video_2701_png.rf.a38a5bc86b41fd64a220f84cae992b0b.jpg,256,256,wild,207,51,238,70
video_2701_png.rf.a38a5bc86b41fd64a220f84cae992b0b.jpg,256,256,herb,191,74,204,93
video_21131_png.rf.a05f438cc7739798ed3d655286b449d0.jpg,256,256,herb,109,100,122,119
video_21131_png.rf.a05f438cc7739798ed3d655286b449d0.jpg,256,256,herb,35,95,49,115
video_21131_png.rf.a05f438cc7739798ed3d655286b449d0.jpg,256,256,wild,103,56,133,91
video_181_png.rf.a2e24c866e4c40edf9b0e0bbc8c972f9.jpg,256,256,herb,19,125,42,160
video_181_png.rf.a2e24c866e4c40edf9b0e0bbc8c972f9.jpg,256,256,herb,139,173,146,186
video_181_png.rf.a2e24c866e4c40edf9b0e0bbc8c972f9.jpg,256,256,wild,138,137,157,157
video_181_png.rf.a2e24c866e4c40edf9b0e0bbc8c972f9.jpg,256,256,wild,91,162,104,174
video_1241_png.rf.a442c51b4ea38101ed3ddf63d134f94e.jpg,256,256,herb,108,145,122,169
video_1041_png.rf.a66eebf9feb8482de793e4d2768548c0.jpg,256,256,herb,138,162,157,188
video_1041_png.rf.a66eebf9feb8482de793e4d2768548c0.jpg,256,256,herb,75,166,85,180
video_1041_png.rf.a66eebf9feb8482de793e4d2768548c0.jpg,256,256,wild,31,107,67,141
video_2341_png.rf.a2da1a82f8da2e5ba2da50cb009c0928.jpg,256,256,herb,4,167,27,220
video_22301_png.rf.a285faab00ca760d606962c46050b159.jpg,256,256,wild,82,14,126,62
video_22301_png.rf.a285faab00ca760d606962c46050b159.jpg,256,256,herb,98,89,112,108
video_22301_png.rf.a285faab00ca760d606962c46050b159.jpg,256,256,herb,4,114,20,135
video_1331_png.rf.a5542298886e1b4e9d2d2c23b5ddab4c.jpg,256,256,herb,121,88,134,110
video_2541_png.rf.a3066fa29bfef4535ab53d7825589ec7.jpg,256,256,herb,163,212,191,256
video_2541_png.rf.a3066fa29bfef4535ab53d7825589ec7.jpg,256,256,herb,187,142,198,156
video_2541_png.rf.a3066fa29bfef4535ab53d7825589ec7.jpg,256,256,wild,177,166,200,193
video_22291_png.rf.a263464116a9d8f03618887338947c4e.jpg,256,256,herb,145,143,156,160
